name,canonical_name,target_type
Karaikal,"Karaikal,Puducherry,India",Municipality
Kelapur,"Kelapur,Maharashtra,India",Municipality
Nizamsagar,"Nizamsagar,Telangana,India",Municipality
Dhemaji,"Dhemaji,Assam,India",Municipality
Anamalai,"Anamalai,Tamil Nadu,India",Municipality
Budhni,"Budhni,Madhya Pradesh,India",Municipality
Anandpuri,"Anandpuri,Rajasthan,India",Municipality
Bundi,"Bundi,Rajasthan,India",Municipality
Nilakkottai,"Nilakkottai,Tamil Nadu,India",Municipality
Gobindpur,"Gobindpur,North Chotanagpur Division,Jharkhand,India",Municipality
Ponnaluru,"Ponnaluru,Andhra Pradesh,India",Municipality
Sasni,"Sasni,Uttar Pradesh,India",Municipality
Tiruchirapalli East,"Tiruchirapalli East,Tamil Nadu,India",Municipality
Yerrupalem,"Yerrupalem,Telangana,India",Municipality
Kalyanpur,"Kalyanpur,Gujarat,India",Municipality
Bahror,"Bahror,Rajasthan,India",Municipality
Perundurai,"Perundurai,Tamil Nadu,India",Municipality
Sakoli,"Sakoli,Maharashtra,India",Municipality
Jukkal,"Jukkal,Telangana,India",Municipality
Nermand,"Nermand,Himachal Pradesh,India",Municipality
Nazira Circle,"Nazira Circle,Assam,India",Municipality
Rajupalem,"Rajupalem,Andhra Pradesh,India",Municipality
Dubbak,"Dubbak,Telangana,India",Municipality
Markapur,"Markapur,Andhra Pradesh,India",Municipality
Salumber,"Salumber,Rajasthan,India",Municipality
Lawan,"Lawan,Rajasthan,India",Municipality
Junnardev,"Junnardev,Madhya Pradesh,India",Municipality
Kapadvanj,"Kapadvanj,Gujarat,India",Municipality
Shindkhed,"Shindkhed,Maharashtra,India",Municipality
Tarangambadi,"Tarangambadi,Tamil Nadu,India",Municipality
Pullampet,"Pullampet,Andhra Pradesh,India",Municipality
Cherukupalli,"Cherukupalli,Andhra Pradesh,India",Municipality
Sultanpur,"Sultanpur,Uttar Pradesh,India",Municipality
Pushprajgarh,"Pushprajgarh,Madhya Pradesh,India",Municipality
Bari Sadri,"Bari Sadri,Rajasthan,India",Municipality
Hanumangarh,"Hanumangarh,Rajasthan,India",Municipality
Baireddipalle,"Baireddipalle,Andhra Pradesh,India",Municipality
Hamirpur,"Hamirpur,Himachal Pradesh,India",Municipality
Kaluvoya,"Kaluvoya,Andhra Pradesh,India",Municipality
Dharmshala,"Dharmshala,Himachal Pradesh,India",Municipality
Viravasaram,"Viravasaram,Andhra Pradesh,India",Municipality
Bariguma,"Bariguma,Odisha,India",Municipality
Tandwa,"Tandwa,Jharkhand,India",Municipality
Chandabali,"Chandabali,Odisha,India",Municipality
Gara,"Gara,Andhra Pradesh,India",Municipality
Radhapuram,"Radhapuram,Tamil Nadu,India",Municipality
Kundapura,"Kundapura,Karnataka,India",Municipality
Gajwel,"Gajwel,Telangana,India",Municipality
Rampur Baghelan,"Rampur Baghelan,Madhya Pradesh,India",Municipality
Raver,"Raver,Maharashtra,India",Municipality
Basantrai,"Basantrai,Jharkhand,India",Municipality
Attili,"Attili,Andhra Pradesh,India",Municipality
Shirur,"Shirur,Aurangabad Division,Maharashtra,India",Municipality
Koilkonda,"Koilkonda,Telangana,India",Municipality
Deulgaon-Raja,"Deulgaon-Raja,Maharashtra,India",Municipality
Barwah,"Barwah,Indore Division,India",Municipality
Baganpara Circle,"Baganpara Circle,Assam,India",Municipality
Chaibasa,"Chaibasa,Jharkhand,India",Municipality
Multai,"Multai,Madhya Pradesh,India",Municipality
Vizianagaram,"Vizianagaram,Andhra Pradesh,India",Municipality
Nalgonda,"Nalgonda,Telangana,India",Municipality
Alampur,"Alampur,Telangana,India",Municipality
Dumri,"Dumri,South Chotanagpur Division,Jharkhand,India",Municipality
Colonelganj,"Colonelganj,Uttar Pradesh,India",Municipality
Badami,"Badami,Karnataka,India",Municipality
Saidapur,"Saidapur,Telangana,India",Municipality
Itikyala,"Itikyala,Telangana,India",Municipality
Srinagar,"Srinagar,Uttarakhand,India",Municipality
Karera,"Karera,Madhya Pradesh,India",Municipality
Kairana,"Kairana,Uttar Pradesh,India",Municipality
Pattambi,"Pattambi,Kerala,India",Municipality
Vemulawada,"Vemulawada,Telangana,India",Municipality
Kadavur,"Kadavur,Tamil Nadu,India",Municipality
Asnawar,"Asnawar,Rajasthan,India",Municipality
Parner,"Parner,Maharashtra,India",Municipality
Varni,"Varni,Telangana,India",Municipality
Puranpur,"Puranpur,Uttar Pradesh,India",Municipality
Thangadh,"Thangadh,Gujarat,India",Municipality
Mokokchung,"Mokokchung,Nagaland,India",Municipality
Mantralayam,"Mantralayam,Andhra Pradesh,India",Municipality
Itki,"Itki,Jharkhand,India",Municipality
Tanuku,"Tanuku,Andhra Pradesh,India",Municipality
Shahpura,"Shahpura,Madhya Pradesh,India",Municipality
Deola,"Deola,Maharashtra,India",Municipality
Kalpi,"Kalpi,Uttar Pradesh,India",Municipality
Sikar,"Sikar,Rajasthan,India",Municipality
Kuankonda,"Kuankonda,Chhattisgarh,India",Municipality
Pusapatirega,"Pusapatirega,Andhra Pradesh,India",Municipality
Peddemul,"Peddemul,Telangana,India",Municipality
Bulandshahr,"Bulandshahr,Uttar Pradesh,India",Municipality
Poduru,"Poduru,Andhra Pradesh,India",Municipality
Baharampur,"Baharampur,West Bengal,India",Municipality
Bhawanathpur,"Bhawanathpur,Jharkhand,India",Municipality
Bhogaon,"Bhogaon,Uttar Pradesh,India",Municipality
Sayla,"Sayla,Rajasthan,India",Municipality
Thasra,"Thasra,Gujarat,India",Municipality
Chinnamandem,"Chinnamandem,Andhra Pradesh,India",Municipality
Adityapur,"Adityapur,Jharkhand,India",Municipality
Mannarkkad,"Mannarkkad,Kerala,India",Municipality
Mancherial,"Mancherial,Telangana,India",Municipality
Kodinga,"Kodinga,Odisha,India",Municipality
Devarapalle,"Devarapalle,Andhra Pradesh,India",Municipality
Chabua Circle,"Chabua Circle,Assam,India",Municipality
Bhurgampadu,"Bhurgampadu,Telangana,India",Municipality
Chakur,"Chakur,Maharashtra,India",Municipality
Baunli,"Baunli,Rajasthan,India",Municipality
Lalgudi,"Lalgudi,Tamil Nadu,India",Municipality
Saikul,"Saikul,Manipur,India",Municipality
Tibi,"Tibi,Rajasthan,India",Municipality
Khanpur,"Khanpur,Rajasthan,India",Municipality
Sonaraythari,"Sonaraythari,Jharkhand,India",Municipality
Ramgundam,"Ramgundam,Telangana,India",Municipality
Jahajpur,"Jahajpur,Rajasthan,India",Municipality
Chamoli,"Chamoli,Uttarakhand,India",Municipality
Mahsala,"Mahsala,Maharashtra,India",Municipality
Najibabad,"Najibabad,Uttar Pradesh,India",Municipality
Nandigam,"Nandigam,Andhra Pradesh,India",Municipality
Arakkonam,"Arakkonam,Tamil Nadu,India",Municipality
Gopalpeta,"Gopalpeta,Telangana,India",Municipality
Gaurihar,"Gaurihar,Madhya Pradesh,India",Municipality
Chiniya,"Chiniya,Jharkhand,India",Municipality
Kangayam,"Kangayam,Tamil Nadu,India",Municipality
Vardannapet,"Vardannapet,Telangana,India",Municipality
Kalaigaon Circle,"Kalaigaon Circle,Assam,India",Municipality
Rebutshganj,"Rebutshganj,Uttar Pradesh,India",Municipality
Ambah,"Ambah,Madhya Pradesh,India",Municipality
Marakkanam,"Marakkanam,Tamil Nadu,India",Municipality
Shevgaon,"Shevgaon,Maharashtra,India",Municipality
Yeola,"Yeola,Maharashtra,India",Municipality
Rashmi,"Rashmi,Rajasthan,India",Municipality
Tamulpur Circle,"Tamulpur Circle,Assam,India",Municipality
Kondurg,"Kondurg,Telangana,India",Municipality
Manavadar,"Manavadar,Gujarat,India",Municipality
Kethepalli,"Kethepalli,Telangana,India",Municipality
Mungeli,"Mungeli,Chhattisgarh,India",Municipality
Bhiwani,"Bhiwani,Haryana,India",Municipality
Rahata,"Rahata,Maharashtra,India",Municipality
Maregaon,"Maregaon,Maharashtra,India",Municipality
Dwarka,"Dwarka,Delhi,India",Municipality
Badvel,"Badvel,Andhra Pradesh,India",Municipality
Mamda,"Mamda,Telangana,India",Municipality
Yarlagaddaramavaram,"Yarlagaddaramavaram,Andhra Pradesh,India",Municipality
Seoni,"Seoni,Madhya Pradesh,India",Municipality
Vallur,"Vallur,Andhra Pradesh,India",Municipality
Kurinjipadi,"Kurinjipadi,Tamil Nadu,India",Municipality
Balasinor,"Balasinor,Gujarat,India",Municipality
Girwa,"Girwa,Rajasthan,India",Municipality
Jiribam,"Jiribam,Manipur,India",Municipality
Churachandpur,"Churachandpur,Manipur,India",Municipality
Ambasamudram,"Ambasamudram,Tamil Nadu,India",Municipality
Kokrajhar Circle,"Kokrajhar Circle,Assam,India",Municipality
Kunda,"Kunda,Tamil Nadu,India",Municipality
Manjhanpur,"Manjhanpur,Uttar Pradesh,India",Municipality
Indapur,"Indapur,Maharashtra,India",Municipality
Dumaria,"Dumaria,Jharkhand,India",Municipality
Amethi,"Amethi,Uttar Pradesh,India",Municipality
Rayadurg,"Rayadurg,Andhra Pradesh,India",Municipality
Malihabad,"Malihabad,Uttar Pradesh,India",Municipality
Bapatla,"Bapatla,Andhra Pradesh,India",Municipality
Kollipara,"Kollipara,Andhra Pradesh,India",Municipality
Sirsilla,"Sirsilla,Telangana,India",Municipality
Gogari,"Gogari,Bihar,India",Municipality
Somashwar,"Somashwar,Uttarakhand,India",Municipality
Rajgarh,"Rajgarh,Madhya Pradesh,India",Municipality
Nandgaon,"Nandgaon,Maharashtra,India",Municipality
Kumbhalgarh,"Kumbhalgarh,Rajasthan,India",Municipality
Paravur,"Paravur,Kerala,India",Municipality
Kharagpur,"Kharagpur,Bihar,India",Municipality
Mayur Hand,"Mayur Hand,Jharkhand,India",Municipality
Simalwara,"Simalwara,Rajasthan,India",Municipality
Walajabad,"Walajabad,Tamil Nadu,India",Municipality
Sunam,"Sunam,Punjab,India",Municipality
Tappa,"Tappa,Punjab,India",Municipality
Bari,"Bari,Rajasthan,India",Municipality
Chhipa Barod,"Chhipa Barod,Rajasthan,India",Municipality
Bhawanipatna,"Bhawanipatna,Odisha,India",Municipality
Porbandar,"Porbandar,Gujarat,India",Municipality
Bazar Hatnur,"Bazar Hatnur,Telangana,India",Municipality
Siwani,"Siwani,Haryana,India",Municipality
Ulundurpettai,"Ulundurpettai,Tamil Nadu,India",Municipality
Tangi,"Tangi,Odisha,India",Municipality
Tamkuhi Raj,"Tamkuhi Raj,Uttar Pradesh,India",Municipality
Chippagiri,"Chippagiri,Andhra Pradesh,India",Municipality
Lakkavarapukota,"Lakkavarapukota,Andhra Pradesh,India",Municipality
Nasrullahganj,"Nasrullahganj,Madhya Pradesh,India",Municipality
Todupuzha,"Todupuzha,Kerala,India",Municipality
Patan,"Patan,Madhya Pradesh,India",Municipality
Shahpur,"Shahpur,Karnataka,India",Municipality
Kagal,"Kagal,Maharashtra,India",Municipality
Laksar,"Laksar,Uttarakhand,India",Municipality
Nalagarh,"Nalagarh,Himachal Pradesh,India",Municipality
Sakti,"Sakti,Chhattisgarh,India",Municipality
Mathampalli,"Mathampalli,Telangana,India",Municipality
Shrirangapattana,"Shrirangapattana,Karnataka,India",Municipality
Yalandur,"Yalandur,Karnataka,India",Municipality
Edlapadu,"Edlapadu,Andhra Pradesh,India",Municipality
Jalalpur,"Jalalpur,Uttar Pradesh,India",Municipality
Padrauna,"Padrauna,Uttar Pradesh,India",Municipality
Dapoli,"Dapoli,Maharashtra,India",Municipality
Udaiyarpalaiyam,"Udaiyarpalaiyam,Tamil Nadu,India",Municipality
Partur,"Partur,Maharashtra,India",Municipality
Balod,"Balod,Chhattisgarh,India",Municipality
Manika,"Manika,Jharkhand,India",Municipality
Khammam Rural,"Khammam Rural,Telangana,India",Municipality
Padmanabham,"Padmanabham,Andhra Pradesh,India",Municipality
Dabhra,"Dabhra,Chhattisgarh,India",Municipality
Bilaspur,"Bilaspur,Himachal Pradesh,India",Municipality
Setturu,"Setturu,Andhra Pradesh,India",Municipality
Jamtara,"Jamtara,Santhal Pargana Division,Jharkhand,India",Municipality
Madgul,"Madgul,Telangana,India",Municipality
Baharagora,"Baharagora,Jharkhand,India",Municipality
Mandawar,"Mandawar,Rajasthan,India",Municipality
Patharia,"Patharia,Madhya Pradesh,India",Municipality
Sihawal,"Sihawal,Madhya Pradesh,India",Municipality
Atchutapuram,"Atchutapuram,Andhra Pradesh,India",Municipality
Chikhli,"Chikhli,Rajasthan,India",Municipality
Osiyan,"Osiyan,Rajasthan,India",Municipality
Konijerla,"Konijerla,Telangana,India",Municipality
Sayla,"Sayla,Gujarat,India",Municipality
Khaniyadhana,"Khaniyadhana,Madhya Pradesh,India",Municipality
Bichhua,"Bichhua,Madhya Pradesh,India",Municipality
Mylapore,"Mylapore,Tamil Nadu,India",Municipality
Hiranpur,"Hiranpur,Jharkhand,India",Municipality
Baran,"Baran,Rajasthan,India",Municipality
Gudem Kotha Veedhi,"Gudem Kotha Veedhi,Andhra Pradesh,India",Municipality
Shujalpur,"Shujalpur,Madhya Pradesh,India",Municipality
Chhoti Sarwan,"Chhoti Sarwan,Rajasthan,India",Municipality
Padampur,"Padampur,Rajasthan,India",Municipality
Kottavalasa,"Kottavalasa,Andhra Pradesh,India",Municipality
Kharkhauda,"Kharkhauda,Haryana,India",Municipality
Nanjangud,"Nanjangud,Karnataka,India",Municipality
Dulmi,"Dulmi,Jharkhand,India",Municipality
Pataudi,"Pataudi,Haryana,India",Municipality
Kondapuram,"Kondapuram,Andhra Pradesh,India",Municipality
Khatra,"Khatra,West Bengal,India",Municipality
Firozabad,"Firozabad,Uttar Pradesh,India",Municipality
Arang,"Arang,Chhattisgarh,India",Municipality
Aminjikarai,"Aminjikarai,Tamil Nadu,India",Municipality
Gondal,"Gondal,Gujarat,India",Municipality
Risod,"Risod,Maharashtra,India",Municipality
Morang,"Morang,Himachal Pradesh,India",Municipality
Ramanuj Nagar,"Ramanuj Nagar,Chhattisgarh,India",Municipality
Chengam,"Chengam,Tamil Nadu,India",Municipality
Dashapalla,"Dashapalla,Odisha,India",Municipality
Pennagaram,"Pennagaram,Tamil Nadu,India",Municipality
Vinchhiya,"Vinchhiya,Gujarat,India",Municipality
Gurramkonda,"Gurramkonda,Andhra Pradesh,India",Municipality
Phagi,"Phagi,Rajasthan,India",Municipality
Devli,"Devli,Rajasthan,India",Municipality
Kalka,"Kalka,Haryana,India",Municipality
Rampur,"Rampur,Moradabad Division,Uttar Pradesh,India",Municipality
Thural,"Thural,Himachal Pradesh,India",Municipality
Kuppam,"Kuppam,Andhra Pradesh,India",Municipality
Masturi,"Masturi,Chhattisgarh,India",Municipality
Gudhamalani,"Gudhamalani,Rajasthan,India",Municipality
Chorasi,"Chorasi,Gujarat,India",Municipality
Uppalaguptam,"Uppalaguptam,Andhra Pradesh,India",Municipality
Kharaondi,"Kharaondi,Jharkhand,India",Municipality
Kolluru,"Kolluru,Andhra Pradesh,India",Municipality
Bhainsdehi,"Bhainsdehi,Madhya Pradesh,India",Municipality
Bajali Circle,"Bajali Circle,Assam,India",Municipality
Mangrol,"Mangrol,Rajasthan,India",Municipality
Sohagpur,"Sohagpur,Shahdol Division,Madhya Pradesh,India",Municipality
Lohawat,"Lohawat,Rajasthan,India",Municipality
Ghanpur(Mulug),"Ghanpur(Mulug),Telangana,India",Municipality
Patamundai,"Patamundai,Odisha,India",Municipality
Nimach,"Nimach,Madhya Pradesh,India",Municipality
Sasaram,"Sasaram,Bihar,India",Municipality
Gariadhar,"Gariadhar,Gujarat,India",Municipality
Katihar,"Katihar,Bihar,India",Municipality
Bibinagar,"Bibinagar,Telangana,India",Municipality
Kandhar,"Kandhar,Maharashtra,India",Municipality
Bhainsa,"Bhainsa,Telangana,India",Municipality
Chinthakani,"Chinthakani,Telangana,India",Municipality
Velacheri,"Velacheri,Tamil Nadu,India",Municipality
Lambhua,"Lambhua,Uttar Pradesh,India",Municipality
Nawabganj,"Nawabganj,Ayodhya Division,Uttar Pradesh,India",Municipality
Amgaon,"Amgaon,Maharashtra,India",Municipality
Palmaner,"Palmaner,Andhra Pradesh,India",Municipality
Hussainabad,"Hussainabad,Jharkhand,India",Municipality
Asifabad,"Asifabad,Telangana,India",Municipality
Chillakur,"Chillakur,Andhra Pradesh,India",Municipality
Shri Madhopur,"Shri Madhopur,Rajasthan,India",Municipality
Chitradurga,"Chitradurga,Karnataka,India",Municipality
Ellenabad,"Ellenabad,Haryana,India",Municipality
Nawabazar,"Nawabazar,Jharkhand,India",Municipality
Lahul,"Lahul,Himachal Pradesh,India",Municipality
Lakhimpur,"Lakhimpur,Uttar Pradesh,India",Municipality
Jamunamarathur,"Jamunamarathur,Tamil Nadu,India",Municipality
Gudur,"Gudur,Telangana,India",Municipality
Humnabad,"Humnabad,Karnataka,India",Municipality
Sangola,"Sangola,Maharashtra,India",Municipality
Pandhurna,"Pandhurna,Madhya Pradesh,India",Municipality
Chapar Circle,"Chapar Circle,Assam,India",Municipality
Bandi Atmakuru,"Bandi Atmakuru,Andhra Pradesh,India",Municipality
Babhulgaon,"Babhulgaon,Maharashtra,India",Municipality
Marungapuri,"Marungapuri,Tamil Nadu,India",Municipality
Gazipur,"Gazipur,Uttar Pradesh,India",Municipality
Kosli,"Kosli,Haryana,India",Municipality
Ardhavidu,"Ardhavidu,Andhra Pradesh,India",Municipality
Tarapur,"Tarapur,Bihar,India",Municipality
Sangmeshwar,"Sangmeshwar,Maharashtra,India",Municipality
Anudha,"Anudha,Maharashtra,India",Municipality
Nagod,"Nagod,Madhya Pradesh,India",Municipality
Sagwara,"Sagwara,Rajasthan,India",Municipality
Khargon,"Khargon,Madhya Pradesh,India",Municipality
Bari,"Bari,Odisha,India",Municipality
Buldhana,"Buldhana,Maharashtra,India",Municipality
Jesar,"Jesar,Gujarat,India",Municipality
Racherla,"Racherla,Andhra Pradesh,India",Municipality
Keonjhar (Kendujhar),"Keonjhar (Kendujhar),Odisha,India",Municipality
Gudipala,"Gudipala,Andhra Pradesh,India",Municipality
Sengottai,"Sengottai,Tamil Nadu,India",Municipality
Binki,"Binki,Uttar Pradesh,India",Municipality
Nagbhir,"Nagbhir,Maharashtra,India",Municipality
Yellandu,"Yellandu,Telangana,India",Municipality
Lahorighat Circle,"Lahorighat Circle,Assam,India",Municipality
Kutiyana,"Kutiyana,Gujarat,India",Municipality
Obuladevaracheruvu,"Obuladevaracheruvu,Andhra Pradesh,India",Municipality
Junagadh,"Junagadh,Gujarat,India",Municipality
Sarupathar Circle,"Sarupathar Circle,Assam,India",Municipality
Allur,"Allur,Andhra Pradesh,India",Municipality
Kuntala,"Kuntala,Telangana,India",Municipality
Bakshika Talab,"Bakshika Talab,Uttar Pradesh,India",Municipality
Saidapuram,"Saidapuram,Andhra Pradesh,India",Municipality
Rasra,"Rasra,Uttar Pradesh,India",Municipality
Chauth Ka Barwara,"Chauth Ka Barwara,Rajasthan,India",Municipality
Subansiri,"Subansiri,Assam,India",Municipality
Lalganj,"Lalganj,Azamgarh Division,Uttar Pradesh,India",Municipality
Mangaon,"Mangaon,Maharashtra,India",Municipality
Patnagarh,"Patnagarh,Odisha,India",Municipality
Repalle,"Repalle,Andhra Pradesh,India",Municipality
Pittalavaripalem,"Pittalavaripalem,Andhra Pradesh,India",Municipality
Chinna Selam,"Chinna Selam,Tamil Nadu,India",Municipality
Bare Rajpur,"Bare Rajpur,Chhattisgarh,India",Municipality
Navapur,"Navapur,Maharashtra,India",Municipality
Bawal,"Bawal,Haryana,India",Municipality
Brahmagiri,"Brahmagiri,Odisha,India",Municipality
Lingasamudram,"Lingasamudram,Andhra Pradesh,India",Municipality
Kanchili,"Kanchili,Andhra Pradesh,India",Municipality
Hajo Circle,"Hajo Circle,Assam,India",Municipality
Olpad,"Olpad,Gujarat,India",Municipality
Gollapaali,"Gollapaali,Telangana,India",Municipality
Makavarapalem,"Makavarapalem,Andhra Pradesh,India",Municipality
Sankarapuram,"Sankarapuram,Tamil Nadu,India",Municipality
Ausa,"Ausa,Maharashtra,India",Municipality
Tulsipur,"Tulsipur,Uttar Pradesh,India",Municipality
Faridpur,"Faridpur,Uttar Pradesh,India",Municipality
Pandharpur,"Pandharpur,Pune Division,Maharashtra,India",Municipality
Gisgonda,"Gisgonda,Telangana,India",Municipality
Orvakal,"Orvakal,Andhra Pradesh,India",Municipality
Nuagan,"Nuagan,Odisha,India",Municipality
Chakarnagar,"Chakarnagar,Uttar Pradesh,India",Municipality
Kottarakara,"Kottarakara,Kerala,India",Municipality
Ramannapet,"Ramannapet,Telangana,India",Municipality
Anandpur,"Anandpur,Jharkhand,India",Municipality
Dasarathpur,"Dasarathpur,Odisha,India",Municipality
Model Town,"Model Town,Delhi,India",Municipality
Barpali,"Barpali,Odisha,India",Municipality
Kotkasim,"Kotkasim,Rajasthan,India",Municipality
Khanapur,"Khanapur,Karnataka,India",Municipality
Magarlor,"Magarlor,Chhattisgarh,India",Municipality
Kallar,"Kallar,Telangana,India",Municipality
Pohri,"Pohri,Madhya Pradesh,India",Municipality
Gudipalli,"Gudipalli,Andhra Pradesh,India",Municipality
Uppununtala,"Uppununtala,Telangana,India",Municipality
Astarang,"Astarang,Odisha,India",Municipality
Ramasamudram,"Ramasamudram,Andhra Pradesh,India",Municipality
Bihar Sharif,"Bihar Sharif,Bihar,India",Municipality
Mehdawal,"Mehdawal,Uttar Pradesh,India",Municipality
Khairagarh,"Khairagarh,Chhattisgarh,India",Municipality
Midjil,"Midjil,Telangana,India",Municipality
Depalpur,"Depalpur,Madhya Pradesh,India",Municipality
Anaikkattu,"Anaikkattu,Tamil Nadu,India",Municipality
Serchhip,"Serchhip,Mizoram,India",Municipality
Barsoi,"Barsoi,Bihar,India",Municipality
Hosadurga,"Hosadurga,Karnataka,India",Municipality
Amet,"Amet,Rajasthan,India",Municipality
Shahpur,"Shahpur,Himachal Pradesh,India",Municipality
Sumerpur,"Sumerpur,Rajasthan,India",Municipality
Srinivasapura,"Srinivasapura,Karnataka,India",Municipality
Tirmalgiri,"Tirmalgiri,Telangana,India",Municipality
